---START---
5.00, 27.46, 93.24, -39.54, 
6.00, 27.57, 92.94, -39.39, 
7.00, 27.80, 92.80, -39.38, 
8.00, 27.62, 92.23, -39.47, 
9.00, 27.62, 91.98, -39.79, 
10.00, 27.48, 91.67, -39.95, 
11.00, 27.55, 91.58, -39.92, 
12.00, 27.62, 91.07, -39.76, 
13.00, 27.35, 91.00, -39.96, 
14.00, 27.20, 90.70, -39.52, 
15.00, 27.64, 90.34, -39.76, 
16.00, 27.64, 90.13, -39.75, 
17.00, 27.55, 89.95, -39.82, 
18.00, 27.55, 89.16, -39.91, 
19.00, 27.31, 89.50, -40.40, 
20.00, 27.38, 89.11, -39.74, 
21.00, 27.68, 89.11, -40.30, 
22.00, 27.79, 88.41, -39.91, 
23.00, 27.93, 88.44, -39.84, 
24.00, 28.06, 88.54, -39.90, 
25.00, 27.69, 87.45, -39.75, 
26.00, 27.39, 87.26, -39.58, 
27.00, 27.74, 86.60, -39.63, 
28.00, 27.65, 86.67, -39.85, 
29.00, 28.02, 86.42, -39.57, 
30.00, 27.96, 85.71, -39.85, 
31.00, 27.54, 86.55, -39.80, 
32.00, 27.76, 85.39, -40.03, 
33.00, 27.70, 85.31, -40.20, 
34.00, 27.75, 85.07, -40.00, 
35.00, 27.76, 85.30, -40.14, 
36.00, 27.81, 84.90, -40.11, 
37.00, 28.02, 83.74, -40.29, 
38.00, 27.95, 84.75, -39.63, 
39.00, 28.10, 83.87, -40.26, 
40.00, 28.18, 84.27, -39.98, 
41.00, 28.02, 82.84, -40.11, 
42.00, 27.98, 83.35, -40.52, 
43.00, 27.88, 82.92, -40.37, 
44.00, 28.01, 81.89, -40.29, 
45.00, 27.92, 81.80, -39.94, 
46.00, 27.87, 81.79, -40.52, 
47.00, 27.42, 82.39, -40.03, 
48.00, 27.59, 81.13, -40.16, 
49.00, 27.82, 81.31, -40.33, 
50.00, 27.86, 81.13, -40.12, 
51.00, 28.13, 81.75, -40.22, 
52.00, 28.03, 79.65, -40.23, 
53.00, 27.88, 79.61, -40.31, 
54.00, 28.15, 80.49, -40.15, 
55.00, 28.17, 80.03, -40.80, 
56.00, 28.13, 79.37, -40.37, 
57.00, 28.08, 79.03, -40.48, 
58.00, 28.14, 80.03, -40.25, 
59.00, 28.01, 77.71, -40.27, 
60.00, 27.82, 78.08, -40.34, 
61.00, 28.03, 77.96, -40.15, 
62.00, 27.89, 78.67, -40.14, 
63.00, 28.01, 76.66, -40.29, 
64.00, 27.96, 77.49, -40.46, 
65.00, 27.56, 77.33, -40.29, 
66.00, 28.11, 75.93, -40.49, 
67.00, 28.06, 77.73, -40.32, 
68.00, 27.94, 75.74, -40.73, 
69.00, 27.82, 77.24, -40.84, 
70.00, 28.03, 75.75, -40.56, 
71.00, 27.99, 75.99, -40.14, 
72.00, 28.25, 75.04, -40.28, 
73.00, 28.20, 74.66, -40.25, 
74.00, 28.23, 74.30, -40.42, 
75.00, 28.24, 73.78, -40.50, 
76.00, 28.13, 75.28, -40.39, 
77.00, 28.21, 72.66, -40.28, 
78.00, 27.99, 75.10, -40.35, 
79.00, 27.92, 72.92, -40.62, 
80.00, 28.04, 73.30, -40.54, 
81.00, 28.14, 72.81, -41.01, 
82.00, 28.14, 73.23, -41.07, 
83.00, 28.08, 71.45, -40.72, 
84.00, 28.25, 72.24, -41.08, 
85.00, 28.13, 72.05, -40.83, 
86.00, 28.10, 70.61, -40.70, 
87.00, 28.08, 72.29, -40.57, 
88.00, 27.97, 70.10, -40.78, 
89.00, 28.12, 72.18, -40.86, 
90.00, 28.09, 69.73, -40.59, 
91.00, 28.08, 71.49, -40.82, 
92.00, 28.11, 69.91, -40.77, 
93.00, 27.89, 69.97, -41.10, 
94.00, 27.97, 69.65, -40.60, 
95.00, 28.13, 69.56, -40.70, 
96.00, 28.16, 68.88, -40.53, 
97.00, 28.06, 68.87, -41.04, 
98.00, 28.02, 68.04, -41.39, 
99.00, 28.23, 68.20, -41.57, 
100.00, 28.43, 68.33, -40.82, 
101.00, 28.61, 67.70, -41.04, 
102.00, 28.69, 68.53, -41.26, 
103.00, 28.52, 65.87, -41.25, 
104.00, 28.50, 68.45, -41.65, 
105.00, 28.31, 65.51, -41.26, 
106.00, 28.55, 67.45, -41.17, 
107.00, 28.72, 65.36, -41.25, 
108.00, 28.55, 66.65, -41.62, 
109.00, 28.73, 65.55, -41.56, 
110.00, 28.57, 65.71, -41.74, 
111.00, 28.43, 64.73, -41.26, 
112.00, 28.57, 65.03, -41.35, 
113.00, 28.48, 64.98, -41.13, 
114.00, 28.38, 64.34, -41.24, 
115.00, 28.31, 64.41, -41.32, 
116.00, 28.73, 63.62, -41.45, 
117.00, 28.77, 64.35, -41.46, 
118.00, 28.56, 63.10, -41.23, 
119.00, 28.54, 63.62, -41.58, 
120.00, 28.78, 62.98, -41.65, 
121.00, 28.61, 62.93, -41.70, 
122.00, 29.07, 62.61, -41.63, 
123.00, 28.64, 62.13, -42.68, 
124.00, 28.48, 62.42, -41.86, 
125.00, 28.35, 61.14, -41.65, 
126.00, 28.56, 61.37, -41.53, 
127.00, 28.66, 60.46, -41.44, 
128.00, 28.89, 60.90, -41.23, 
129.00, 28.87, 59.26, -41.41, 
130.00, 28.49, 60.11, -41.54, 
131.00, 28.92, 59.38, -42.24, 
132.00, 28.91, 59.47, -41.97, 
133.00, 28.87, 59.19, -41.98, 
134.00, 28.89, 59.18, -41.81, 
135.00, 28.52, 58.44, -42.17, 
136.00, 28.75, 59.31, -42.31, 
137.00, 28.71, 56.64, -42.06, 
138.00, 28.87, 58.85, -42.25, 
139.00, 28.49, 55.46, -42.02, 
140.00, 28.51, 58.78, -42.27, 
141.00, 28.94, 56.60, -41.84, 
142.00, 28.65, 56.78, -42.32, 
143.00, 28.60, 56.56, -42.36, 
144.00, 28.98, 56.69, -42.53, 
145.00, 28.97, 55.67, -42.71, 
146.00, 28.96, 56.23, -42.40, 
147.00, 29.21, 55.66, -41.89, 
148.00, 28.96, 54.41, -41.94, 
149.00, 29.16, 56.53, -42.08, 
150.00, 29.08, 53.76, -42.08, 
151.00, 29.29, 54.97, -42.26, 
152.00, 29.18, 52.37, -42.34, 
153.00, 29.19, 54.88, -42.71, 
154.00, 29.43, 52.88, -42.46, 
155.00, 29.15, 53.40, -42.25, 
156.00, 29.21, 54.39, -42.41, 
157.00, 29.11, 52.79, -42.18, 
158.00, 29.36, 53.09, -42.30, 
159.00, 29.27, 51.52, -42.72, 
160.00, 29.18, 52.76, -43.06, 
161.00, 29.10, 51.05, -42.58, 
162.00, 29.04, 51.68, -42.67, 
163.00, 29.03, 50.87, -42.56, 
164.00, 29.16, 50.50, -42.50, 
165.00, 29.01, 52.33, -42.78, 
166.00, 28.91, 49.57, -42.85, 
167.00, 29.25, 51.05, -43.05, 
168.00, 29.41, 48.66, -42.42, 
169.00, 29.11, 51.29, -42.39, 
170.00, 28.95, 48.83, -42.10, 
171.00, 28.71, 49.63, -42.41, 
172.00, 29.20, 49.00, -42.56, 
173.00, 29.01, 48.82, -42.84, 
174.00, 29.29, 49.83, -42.27, 
175.00, 28.83, 48.97, -42.56, 
176.00, 28.76, 48.72, -42.17, 
177.00, 28.83, 46.34, -42.20, 
178.00, 29.23, 47.15, -42.87, 
179.00, 28.90, 46.24, -42.73, 
180.00, 28.94, 47.46, -43.05, 
181.00, 29.23, 47.09, -42.67, 
182.00, 28.97, 46.17, -43.20, 
183.00, 28.82, 46.70, -42.84, 
184.00, 28.90, 45.22, -42.65, 
185.00, 28.97, 45.91, -43.08, 
186.00, 29.22, 44.86, -42.72, 
187.00, 29.05, 46.57, -43.18, 
