,pwm,xtorq_xmag_3.6,xtorq_xoffset_3.6,xtorq_ymag_3.6,xtorq_yoffset_3.6,xtorq_zmag_3.6,xtorq_zoffset_3.6,xtorq_volt_3.6,xtorq_xmag_3.7,xtorq_xoffset_3.7,xtorq_ymag_3.7,xtorq_yoffset_3.7,xtorq_zmag_3.7,xtorq_zoffset_3.7,xtorq_volt_3.7,xtorq_xmag_3.8,xtorq_xoffset_3.8,xtorq_ymag_3.8,xtorq_yoffset_3.8,xtorq_zmag_3.8,xtorq_zoffset_3.8,xtorq_volt_3.8,xtorq_xmag_3.9,xtorq_xoffset_3.9,xtorq_ymag_3.9,xtorq_yoffset_3.9,xtorq_zmag_3.9,xtorq_zoffset_3.9,xtorq_volt_3.9,xtorq_xmag_4.0,xtorq_xoffset_4.0,xtorq_ymag_4.0,xtorq_yoffset_4.0,xtorq_zmag_4.0,xtorq_zoffset_4.0,xtorq_volt_4.0,xtorq_xmag_4.1,xtorq_xoffset_4.1,xtorq_ymag_4.1,xtorq_yoffset_4.1,xtorq_zmag_4.1,xtorq_zoffset_4.1,xtorq_volt_4.1,xtorq_xmag_4.2,xtorq_xoffset_4.2,xtorq_ymag_4.2,xtorq_yoffset_4.2,xtorq_zmag_4.2,xtorq_zoffset_4.2,xtorq_volt_4.2,ytorq_xmag_3.6,ytorq_xoffset_3.6,ytorq_ymag_3.6,ytorq_yoffset_3.6,ytorq_zmag_3.6,ytorq_zoffset_3.6,ytorq_volt_3.6,ytorq_xmag_3.7,ytorq_xoffset_3.7,ytorq_ymag_3.7,ytorq_yoffset_3.7,ytorq_zmag_3.7,ytorq_zoffset_3.7,ytorq_volt_3.7,ytorq_xmag_3.8,ytorq_xoffset_3.8,ytorq_ymag_3.8,ytorq_yoffset_3.8,ytorq_zmag_3.8,ytorq_zoffset_3.8,ytorq_volt_3.8,ytorq_xmag_3.9,ytorq_xoffset_3.9,ytorq_ymag_3.9,ytorq_yoffset_3.9,ytorq_zmag_3.9,ytorq_zoffset_3.9,ytorq_volt_3.9,ytorq_xmag_4.0,ytorq_xoffset_4.0,ytorq_ymag_4.0,ytorq_yoffset_4.0,ytorq_zmag_4.0,ytorq_zoffset_4.0,ytorq_volt_4.0,ytorq_xmag_4.1,ytorq_xoffset_4.1,ytorq_ymag_4.1,ytorq_yoffset_4.1,ytorq_zmag_4.1,ytorq_zoffset_4.1,ytorq_volt_4.1,ytorq_xmag_4.2,ytorq_xoffset_4.2,ytorq_ymag_4.2,ytorq_yoffset_4.2,ytorq_zmag_4.2,ytorq_zoffset_4.2,ytorq_volt_4.2,ztorq_xmag_3.6,ztorq_xoffset_3.6,ztorq_ymag_3.6,ztorq_yoffset_3.6,ztorq_zmag_3.6,ztorq_zoffset_3.6,ztorq_volt_3.6,ztorq_xmag_3.7,ztorq_xoffset_3.7,ztorq_ymag_3.7,ztorq_yoffset_3.7,ztorq_zmag_3.7,ztorq_zoffset_3.7,ztorq_volt_3.7,ztorq_xmag_3.8,ztorq_xoffset_3.8,ztorq_ymag_3.8,ztorq_yoffset_3.8,ztorq_zmag_3.8,ztorq_zoffset_3.8,ztorq_volt_3.8,ztorq_xmag_3.9,ztorq_xoffset_3.9,ztorq_ymag_3.9,ztorq_yoffset_3.9,ztorq_zmag_3.9,ztorq_zoffset_3.9,ztorq_volt_3.9,ztorq_xmag_4.0,ztorq_xoffset_4.0,ztorq_ymag_4.0,ztorq_yoffset_4.0,ztorq_zmag_4.0,ztorq_zoffset_4.0,ztorq_volt_4.0,ztorq_xmag_4.1,ztorq_xoffset_4.1,ztorq_ymag_4.1,ztorq_yoffset_4.1,ztorq_zmag_4.1,ztorq_zoffset_4.1,ztorq_volt_4.1,ztorq_xmag_4.2,ztorq_xoffset_4.2,ztorq_ymag_4.2,ztorq_yoffset_4.2,ztorq_zmag_4.2,ztorq_zoffset_4.2,ztorq_volt_4.2
22,-35.0,-42.96,-1.6882558932619942,80.73,0.2048436345224635,-32.8,0.3468825282190956,3.64,-42.8,-1.6882558932619942,80.63,0.2048436345224635,-32.07,0.3468825282190956,3.74,-42.11,-1.6882558932619942,80.89,0.2048436345224635,-32.05,0.3468825282190956,3.84,-43.67,-1.6882558932619942,80.84,0.2048436345224635,-31.5,0.3468825282190956,3.94,-42.12,-1.6882558932619942,81.2,0.2048436345224635,-32.91,0.3468825282190956,4.04,-43.01,-1.6882558932619942,81.51,0.2048436345224635,-32.06,0.3468825282190956,4.14,-53.74,-1.6882558932619942,70.06,0.2048436345224635,-31.27,0.3468825282190956,4.25,-65.09,0.7338087287758474,65.44,-1.1565890644686394,-40.46,-2.027569220226681,3.65,-65.75,0.7338087287758474,65.62,-1.1565890644686394,-39.7,-2.027569220226681,3.73,-65.86,0.7338087287758474,66.48,-1.1565890644686394,-40.61,-2.027569220226681,3.85,-66.35,0.7338087287758474,65.65,-1.1565890644686394,-40.84,-2.027569220226681,3.95,-65.93,0.7338087287758474,65.49,-1.1565890644686394,-39.98,-2.027569220226681,4.05,-59.95,0.7338087287758474,64.33,-1.1565890644686394,-39.76,-2.027569220226681,4.16,-59.53,0.7338087287758474,64.75,-1.1565890644686394,-40.26,-2.027569220226681,4.26,-65.98,-1.2727011845596727,72.07,-0.4046316048299938,-45.98,-0.49073546163418424,3.65,-66.99,-1.2727011845596727,71.2,-0.4046316048299938,-46.53,-0.49073546163418424,3.75,-66.24,-1.2727011845596727,71.46,-0.4046316048299938,-46.52,-0.49073546163418424,3.85,-67.75,-1.2727011845596727,67.48,-0.4046316048299938,-47.23,-0.49073546163418424,3.95,-68.1,-1.2727011845596727,67.05,-0.4046316048299938,-47.18,-0.49073546163418424,4.05,-66.69,-1.2727011845596727,69.37,-0.4046316048299938,-46.91,-0.49073546163418424,4.13,-69.51,-1.2727011845596727,68.04,-0.4046316048299938,-47.85,-0.49073546163418424,4.25
23,-25.0,-42.4,-1.205831862982249,80.8,0.1434199897247899,-32.92,0.2588203957529685,3.64,-42.27,-1.205831862982249,80.55,0.1434199897247899,-32.45,0.2588203957529685,3.74,-41.22,-1.205831862982249,81.01,0.1434199897247899,-31.65,0.2588203957529685,3.84,-42.73,-1.205831862982249,81.08,0.1434199897247899,-31.77,0.2588203957529685,3.94,-41.49,-1.205831862982249,80.89,0.1434199897247899,-33.31,0.2588203957529685,4.04,-42.5,-1.205831862982249,81.53,0.1434199897247899,-32.01,0.2588203957529685,4.14,-53.18,-1.205831862982249,70.27,0.1434199897247899,-31.25,0.2588203957529685,4.25,-65.29,0.5265452220273243,65.87,-0.8289021328283237,-39.99,-1.438774899490075,3.65,-66.01,0.5265452220273243,65.85,-0.8289021328283237,-39.25,-1.438774899490075,3.73,-65.82,0.5265452220273243,66.14,-0.8289021328283237,-39.92,-1.438774899490075,3.85,-66.26,0.5265452220273243,66.58,-0.8289021328283237,-40.22,-1.438774899490075,3.95,-66.3,0.5265452220273243,66.31,-0.8289021328283237,-39.87,-1.438774899490075,4.05,-59.84,0.5265452220273243,65.18,-0.8289021328283237,-39.01,-1.438774899490075,4.16,-59.78,0.5265452220273243,65.11,-0.8289021328283237,-39.3,-1.438774899490075,4.26,-65.87,-0.911386271577724,71.86,-0.29301356323415023,-45.52,-0.34084089744883234,3.65,-66.1,-0.911386271577724,71.25,-0.29301356323415023,-46.5,-0.34084089744883234,3.75,-66.29,-0.911386271577724,71.41,-0.29301356323415023,-46.12,-0.34084089744883234,3.85,-67.61,-0.911386271577724,67.32,-0.29301356323415023,-46.95,-0.34084089744883234,3.95,-67.7,-0.911386271577724,67.04,-0.29301356323415023,-47.24,-0.34084089744883234,4.06,-65.94,-0.911386271577724,69.26,-0.29301356323415023,-46.39,-0.34084089744883234,4.13,-68.92,-0.911386271577724,67.84,-0.29301356323415023,-47.44,-0.34084089744883234,4.25
24,-15.0,-41.68,-0.7234971216353,80.61,0.0842033316757234,-32.56,0.1617881341435712,3.64,-41.74,-0.7234971216353,80.44,0.0842033316757234,-32.26,0.1617881341435712,3.74,-41.58,-0.7234971216353,80.49,0.0842033316757234,-32.15,0.1617881341435712,3.84,-42.22,-0.7234971216353,80.88,0.0842033316757234,-31.46,0.1617881341435712,3.94,-41.23,-0.7234971216353,81.11,0.0842033316757234,-33.22,0.1617881341435712,4.04,-41.85,-0.7234971216353,81.55,0.0842033316757234,-32.21,0.1617881341435712,4.15,-52.63,-0.7234971216353,70.15,0.0842033316757234,-31.37,0.1617881341435712,4.25,-65.69,0.3172117541633352,66.57,-0.4990625978411758,-39.49,-0.8571812357854243,3.65,-66.11,0.3172117541633352,66.26,-0.4990625978411758,-38.8,-0.8571812357854243,3.73,-66.2,0.3172117541633352,66.83,-0.4990625978411758,-39.56,-0.8571812357854243,3.86,-66.36,0.3172117541633352,66.78,-0.4990625978411758,-39.25,-0.8571812357854243,3.95,-62.45,0.3172117541633352,66.31,-0.4990625978411758,-38.75,-0.8571812357854243,4.05,-59.68,0.3172117541633352,65.1,-0.4990625978411758,-38.4,-0.8571812357854243,4.16,-59.25,0.3172117541633352,65.2,-0.4990625978411758,-38.71,-0.8571812357854243,4.26,-65.3,-0.5480154889505602,72.22,-0.17814717915578,-45.33,-0.19875113987627813,3.65,-65.52,-0.5480154889505602,70.84,-0.17814717915578,-46.97,-0.19875113987627813,3.75,-65.98,-0.5480154889505602,71.55,-0.17814717915578,-46.49,-0.19875113987627813,3.85,-67.32,-0.5480154889505602,67.48,-0.17814717915578,-46.55,-0.19875113987627813,3.95,-67.49,-0.5480154889505602,67.1,-0.17814717915578,-47.03,-0.19875113987627813,4.05,-65.76,-0.5480154889505602,69.57,-0.17814717915578,-45.99,-0.19875113987627813,4.13,-68.5,-0.5480154889505602,67.88,-0.17814717915578,-47.16,-0.19875113987627813,4.25
25,-5.0,-40.85,-0.2411774171690926,80.56,0.0274147142012014,-32.55,0.0560505435802323,3.64,-41.06,-0.2411774171690926,80.63,0.0274147142012014,-32.17,0.0560505435802323,3.75,-40.96,-0.2411774171690926,80.57,0.0274147142012014,-32.26,0.0560505435802323,3.84,-41.76,-0.2411774171690926,81.13,0.0274147142012014,-31.9,0.0560505435802323,3.94,-40.89,-0.2411774171690926,81.3,0.0274147142012014,-32.73,0.0560505435802323,4.04,-41.27,-0.2411774171690926,81.44,0.0274147142012014,-32.19,0.0560505435802323,4.14,-52.22,-0.2411774171690926,70.14,0.0274147142012014,-31.62,0.0560505435802323,4.25,-66.23,0.1061144393434902,66.55,-0.1669483273539872,-39.04,-0.2835690418380481,3.65,-66.24,0.1061144393434902,66.75,-0.1669483273539872,-38.39,-0.2835690418380481,3.73,-66.36,0.1061144393434902,67.23,-0.1669483273539872,-39.06,-0.2835690418380481,3.85,-66.77,0.1061144393434902,67.17,-0.1669483273539872,-38.28,-0.2835690418380481,3.95,-49.89,0.1061144393434902,57.26,-0.1669483273539872,-28.07,-0.2835690418380481,4.06,-60.08,0.1061144393434902,65.48,-0.1669483273539872,-37.84,-0.2835690418380481,4.16,-60.18,0.1061144393434902,65.39,-0.1669483273539872,-38.25,-0.2835690418380481,4.26,-65.24,-0.1829981809410219,72.06,-0.060143556191003235,-45.42,-0.06435166735471937,3.65,-65.39,-0.1829981809410219,71.01,-0.060143556191003235,-46.47,-0.06435166735471937,3.75,-65.35,-0.1829981809410219,71.65,-0.060143556191003235,-46.02,-0.06435166735471937,3.85,-66.87,-0.1829981809410219,67.61,-0.060143556191003235,-46.77,-0.06435166735471937,3.95,-67.29,-0.1829981809410219,67.46,-0.060143556191003235,-46.95,-0.06435166735471937,4.05,-67.07,-0.1829981809410219,68.8,-0.060143556191003235,-46.22,-0.06435166735471937,4.14,-68.19,-0.1829981809410219,67.98,-0.060143556191003235,-46.99,-0.06435166735471937,4.25
26,5.0,-40.46,0.2412015024684276,80.62,-0.0267248088728388,-32.98,-0.0581275757477195,3.64,-40.62,0.2412015024684276,80.39,-0.0267248088728388,-32.62,-0.0581275757477195,3.75,-40.54,0.2412015024684276,80.61,-0.0267248088728388,-32.64,-0.0581275757477195,3.84,-41.21,0.2412015024684276,81.03,-0.0267248088728388,-31.98,-0.0581275757477195,3.95,-40.19,0.2412015024684276,80.96,-0.0267248088728388,-32.79,-0.0581275757477195,4.04,-40.72,0.2412015024684276,81.42,-0.0267248088728388,-32.61,-0.0581275757477195,4.14,-51.85,0.2412015024684276,70.38,-0.0267248088728388,-31.35,-0.0581275757477195,4.25,-66.78,-0.1064406082726003,67.21,0.1675628107864507,-38.55,0.2812808696267349,3.65,-66.48,-0.1064406082726003,67.38,0.1675628107864507,-37.58,0.2812808696267349,3.73,-66.69,-0.1064406082726003,67.66,0.1675628107864507,-37.99,0.2812808696267349,3.86,-67.11,-0.1064406082726003,67.54,0.1675628107864507,-37.74,0.2812808696267349,3.95,-61.32,-0.1064406082726003,56.97,0.1675628107864507,-16.95,0.2812808696267349,4.05,-60.58,-0.1064406082726003,65.93,0.1675628107864507,-37.32,0.2812808696267349,4.17,-60.52,-0.1064406082726003,65.57,0.1675628107864507,-37.49,0.2812808696267349,4.26,-64.95,0.18325630818805036,72.07,0.060886202064059765,-45.47,0.06247204167764641,3.65,-65.0,0.18325630818805036,71.0,0.060886202064059765,-46.08,0.06247204167764641,3.75,-65.09,0.18325630818805036,71.63,0.060886202064059765,-45.8,0.06247204167764641,3.85,-66.74,0.18325630818805036,67.7,0.060886202064059765,-46.88,0.06247204167764641,3.95,-66.73,0.18325630818805036,67.62,0.060886202064059765,-46.43,0.06247204167764641,4.05,-66.45,0.18325630818805036,68.56,0.060886202064059765,-46.15,0.06247204167764641,4.13,-67.9,0.18325630818805036,67.78,0.060886202064059765,-47.47,0.06247204167764641,4.25
27,15.0,-40.35,0.7237138893293152,80.65,-0.07799418372046,-32.86,-0.1804814236509562,3.64,-40.48,0.7237138893293152,80.61,-0.07799418372046,-33.26,-0.1804814236509562,3.74,-39.69,0.7237138893293152,80.77,-0.07799418372046,-32.74,-0.1804814236509562,3.84,-40.62,0.7237138893293152,81.03,-0.07799418372046,-31.84,-0.1804814236509562,3.94,-39.92,0.7237138893293152,80.87,-0.07799418372046,-33.1,-0.1804814236509562,4.04,-40.04,0.7237138893293152,81.29,-0.07799418372046,-32.67,-0.1804814236509562,4.15,-51.39,0.7237138893293152,70.07,-0.07799418372046,-31.83,-0.1804814236509562,4.25,-66.71,-0.3201472745253261,67.44,0.5045929487333469,-37.95,0.8365876858836059,3.65,-66.59,-0.3201472745253261,67.92,0.5045929487333469,-36.99,0.8365876858836059,3.73,-67.18,-0.3201472745253261,67.85,0.5045929487333469,-37.18,0.8365876858836059,3.86,-67.21,-0.3201472745253261,67.94,0.5045929487333469,-37.04,0.8365876858836059,3.95,-61.29,-0.3201472745253261,74.11,0.5045929487333469,-38.88,0.8365876858836059,4.06,-60.55,-0.3201472745253261,66.71,0.5045929487333469,-36.89,0.8365876858836059,4.16,-60.5,-0.3201472745253261,65.84,0.5045929487333469,-37.18,0.8365876858836059,4.26,-64.29,0.5503386341738163,72.49,0.18483099201328873,-45.6,0.18183450878262153,3.65,-64.58,0.5503386341738163,71.21,0.18483099201328873,-45.88,0.18183450878262153,3.75,-64.62,0.5503386341738163,71.67,0.18483099201328873,-45.74,0.18183450878262153,3.85,-66.13,0.5503386341738163,67.73,0.18483099201328873,-46.75,0.18183450878262153,3.95,-66.28,0.5503386341738163,67.8,0.18483099201328873,-46.22,0.18183450878262153,4.06,-65.67,0.5503386341738163,68.9,0.18483099201328873,-45.68,0.18183450878262153,4.13,-67.39,0.5503386341738163,68.34,0.18483099201328873,-46.75,0.18183450878262153,4.25
28,25.0,-40.19,1.206433995465625,80.7,-0.126172356515725,-33.12,-0.3107461999401489,3.64,-39.27,1.206433995465625,80.44,-0.126172356515725,-33.43,-0.3107461999401489,3.74,-39.35,1.206433995465625,80.87,-0.126172356515725,-33.05,-0.3107461999401489,3.84,-39.32,1.206433995465625,80.91,-0.126172356515725,-32.35,-0.3107461999401489,3.94,-39.34,1.206433995465625,80.57,-0.126172356515725,-33.5,-0.3107461999401489,4.04,-39.13,1.206433995465625,81.03,-0.126172356515725,-32.41,-0.3107461999401489,4.14,-50.33,1.206433995465625,70.05,-0.126172356515725,-32.15,-0.3107461999401489,4.25,-67.16,-0.5346994452550771,67.62,0.8442642186399101,-37.14,1.3815705942072458,3.65,-67.12,-0.5346994452550771,68.33,0.8442642186399101,-36.69,1.3815705942072458,3.73,-67.16,-0.5346994452550771,68.34,0.8442642186399101,-36.83,1.3815705942072458,3.86,-67.32,-0.5346994452550771,68.09,0.8442642186399101,-36.95,1.3815705942072458,3.95,-63.84,-0.5346994452550771,84.04,0.8442642186399101,-58.41,1.3815705942072458,4.05,-61.08,-0.5346994452550771,67.18,0.8442642186399101,-35.9,1.3815705942072458,4.16,-60.56,-0.5346994452550771,66.19,0.8442642186399101,-36.11,1.3815705942072458,4.25,-64.05,0.9178394527534356,72.4,0.31157971006056345,-45.33,0.29385025552200833,3.65,-63.98,0.9178394527534356,71.64,0.31157971006056345,-45.52,0.29385025552200833,3.74,-64.02,0.9178394527534356,71.89,0.31157971006056345,-45.55,0.29385025552200833,3.85,-65.83,0.9178394527534356,67.59,0.31157971006056345,-46.27,0.29385025552200833,3.95,-65.81,0.9178394527534356,67.83,0.31157971006056345,-45.83,0.29385025552200833,4.05,-65.61,0.9178394527534356,68.93,0.31157971006056345,-45.62,0.29385025552200833,4.13,-67.13,0.9178394527534356,68.5,0.31157971006056345,-46.78,0.29385025552200833,4.25
29,35.0,-39.65,1.6894360729294104,80.54,-0.1710382734326963,-33.34,-0.4486571044259693,3.64,-38.38,1.6894360729294104,80.44,-0.1710382734326963,-32.89,-0.4486571044259693,3.74,-39.33,1.6894360729294104,80.79,-0.1710382734326963,-32.92,-0.4486571044259693,3.84,-39.04,1.6894360729294104,81.13,-0.1710382734326963,-32.54,-0.4486571044259693,3.94,-39.16,1.6894360729294104,80.52,-0.1710382734326963,-33.5,-0.4486571044259693,4.04,-38.97,1.6894360729294104,81.06,-0.1710382734326963,-33.19,-0.4486571044259693,4.14,-49.25,1.6894360729294104,70.02,-0.1710382734326963,-31.42,-0.4486571044259693,4.25,-67.32,-0.7497910063022427,68.16,1.1866987526593489,-36.56,1.915448781872336,3.65,-67.45,-0.7497910063022427,68.61,1.1866987526593489,-36.47,1.915448781872336,3.73,-67.47,-0.7497910063022427,69.05,1.1866987526593489,-36.75,1.915448781872336,3.85,-67.85,-0.7497910063022427,68.77,1.1866987526593489,-36.28,1.915448781872336,3.95,-66.6,-0.7497910063022427,79.73,1.1866987526593489,-49.93,1.915448781872336,4.05,-61.28,-0.7497910063022427,66.75,1.1866987526593489,-35.15,1.915448781872336,4.16,-60.97,-0.7497910063022427,66.81,1.1866987526593489,-35.31,1.915448781872336,4.26,-63.95,1.2853494196640678,72.77,0.4410212526097637,-45.37,0.39863380345760924,3.65,-63.63,1.2853494196640678,71.73,0.4410212526097637,-45.25,0.39863380345760924,3.75,-63.16,1.2853494196640678,72.12,0.4410212526097637,-45.74,0.39863380345760924,3.85,-65.47,1.2853494196640678,67.63,0.4410212526097637,-46.06,0.39863380345760924,3.95,-65.36,1.2853494196640678,67.99,0.4410212526097637,-45.56,0.39863380345760924,4.05,-65.43,1.2853494196640678,68.67,0.4410212526097637,-45.54,0.39863380345760924,4.13,-66.11,1.2853494196640678,68.63,0.4410212526097637,-46.79,0.39863380345760924,4.25
30,45.0,-38.54,2.172794373772727,80.13,-0.2123708806454368,-33.38,-0.5939493369190888,3.64,-37.78,2.172794373772727,80.65,-0.2123708806454368,-32.97,-0.5939493369190888,3.74,-38.94,2.172794373772727,80.51,-0.2123708806454368,-33.18,-0.5939493369190888,3.84,-38.17,2.172794373772727,80.75,-0.2123708806454368,-32.53,-0.5939493369190888,3.94,-38.36,2.172794373772727,81.01,-0.2123708806454368,-33.75,-0.5939493369190888,4.04,-39.44,2.172794373772727,81.36,-0.2123708806454368,-33.36,-0.5939493369190888,4.14,-48.4,2.172794373772727,70.06,-0.2123708806454368,-31.59,-0.5939493369190888,4.25,-67.23,-0.9651158435072128,68.6,1.532018682944872,-35.97,2.437441436153558,3.64,-67.5,-0.9651158435072128,69.11,1.532018682944872,-36.0,2.437441436153558,3.72,-67.58,-0.9651158435072128,69.6,1.532018682944872,-36.04,2.437441436153558,3.85,-68.02,-0.9651158435072128,69.45,1.532018682944872,-36.11,2.437441436153558,3.95,-66.69,-0.9651158435072128,68.72,1.532018682944872,-35.97,2.437441436153558,4.05,-61.31,-0.9651158435072128,67.25,1.532018682944872,-34.69,2.437441436153558,4.16,-61.45,-0.9651158435072128,66.87,1.532018682944872,-34.85,2.437441436153558,4.25,-63.48,1.6524591906428727,72.76,0.5730445160647692,-44.99,0.49629967415122656,3.64,-63.77,1.6524591906428727,71.81,0.5730445160647692,-45.02,0.49629967415122656,3.74,-62.9,1.6524591906428727,72.29,0.5730445160647692,-45.78,0.49629967415122656,3.85,-65.33,1.6524591906428727,67.68,0.5730445160647692,-45.69,0.49629967415122656,3.95,-64.74,1.6524591906428727,68.18,0.5730445160647692,-45.17,0.49629967415122656,4.05,-65.35,1.6524591906428727,69.11,0.5730445160647692,-45.54,0.49629967415122656,4.13,-65.48,1.6524591906428727,68.49,0.5730445160647692,-46.43,0.49629967415122656,4.25
31,55.0,-37.78,2.6565831500476285,80.31,-0.2499491243280091,-33.52,-0.7463580972301791,3.64,-39.0,2.6565831500476285,80.72,-0.2499491243280091,-33.47,-0.7463580972301791,3.74,-37.92,2.6565831500476285,80.71,-0.2499491243280091,-33.46,-0.7463580972301791,3.83,-39.04,2.6565831500476285,80.45,-0.2499491243280091,-32.86,-0.7463580972301791,3.94,-37.33,2.6565831500476285,80.99,-0.2499491243280091,-34.07,-0.7463580972301791,4.04,-38.97,2.6565831500476285,81.16,-0.2499491243280091,-33.7,-0.7463580972301791,4.14,-49.22,2.6565831500476285,70.23,-0.2499491243280091,-32.44,-0.7463580972301791,4.25,-67.3,-1.1803678427103772,68.34,1.8803461416496885,-35.07,2.9467677443255926,3.64,-67.86,-1.1803678427103772,68.97,1.8803461416496885,-35.37,2.9467677443255926,3.72,-68.12,-1.1803678427103772,69.05,1.8803461416496885,-35.12,2.9467677443255926,3.85,-67.88,-1.1803678427103772,69.54,1.8803461416496885,-35.13,2.9467677443255926,3.95,-67.52,-1.1803678427103772,71.33,1.8803461416496885,-35.93,2.9467677443255926,4.05,-61.76,-1.1803678427103772,67.66,1.8803461416496885,-33.99,2.9467677443255926,4.16,-61.7,-1.1803678427103772,67.33,1.8803461416496885,-33.95,2.9467677443255926,4.25,-63.06,2.018759421427009,73.08,0.7075383968294597,-44.86,0.5869623891646626,3.64,-62.92,2.018759421427009,71.53,0.7075383968294597,-44.83,0.5869623891646626,3.74,-62.29,2.018759421427009,72.33,0.7075383968294597,-45.65,0.5869623891646626,3.84,-65.29,2.018759421427009,68.21,0.7075383968294597,-45.71,0.5869623891646626,3.94,-65.19,2.018759421427009,68.39,0.7075383968294597,-45.42,0.5869623891646626,4.05,-65.14,2.018759421427009,69.32,0.7075383968294597,-45.4,0.5869623891646626,4.13,-65.36,2.018759421427009,68.73,0.7075383968294597,-46.68,0.5869623891646626,4.25
32,65.0,-37.11,3.1408766538061705,80.3,-0.2835519506544759,-33.25,-0.9056185851699114,3.64,-38.07,3.1408766538061705,80.69,-0.2835519506544759,-33.88,-0.9056185851699114,3.74,-37.18,3.1408766538061705,80.68,-0.2835519506544759,-33.48,-0.9056185851699114,3.83,-37.17,3.1408766538061705,80.97,-0.2835519506544759,-32.87,-0.9056185851699114,3.93,-35.97,3.1408766538061705,80.82,-0.2835519506544759,-34.0,-0.9056185851699114,4.03,-38.21,3.1408766538061705,81.04,-0.2835519506544759,-34.35,-0.9056185851699114,4.14,-47.42,3.1408766538061705,70.13,-0.2835519506544759,-32.44,-0.9056185851699114,4.25,-67.83,-1.3952408897521251,68.73,2.2318032609270064,-34.77,3.4426468936631207,3.64,-67.9,-1.3952408897521251,69.33,2.2318032609270064,-34.63,3.4426468936631207,3.72,-68.55,-1.3952408897521251,69.72,2.2318032609270064,-34.93,3.4426468936631207,3.85,-68.56,-1.3952408897521251,69.03,2.2318032609270064,-34.68,3.4426468936631207,3.95,-68.39,-1.3952408897521251,86.33,2.2318032609270064,-52.7,3.4426468936631207,4.05,-62.13,-1.3952408897521251,68.35,2.2318032609270064,-33.53,3.4426468936631207,4.16,-62.38,-1.3952408897521251,68.82,2.2318032609270064,-34.06,3.4426468936631207,4.25,-62.12,2.383840767753638,73.38,0.844391791307715,-44.84,0.67073647005972,3.64,-63.49,2.383840767753638,71.65,0.844391791307715,-44.67,0.67073647005972,3.74,-62.3,2.383840767753638,72.25,0.844391791307715,-45.63,0.67073647005972,3.85,-64.67,2.383840767753638,68.58,0.844391791307715,-45.41,0.67073647005972,3.94,-64.53,2.383840767753638,68.42,0.844391791307715,-45.41,0.67073647005972,4.05,-64.59,2.383840767753638,69.46,0.844391791307715,-45.37,0.67073647005972,4.13,-65.14,2.383840767753638,69.09,0.844391791307715,-46.68,0.67073647005972,4.25
33,75.0,-36.48,3.625749137100407,80.28,-0.3129583057988999,-33.64,-1.0714660005489574,3.63,-36.49,3.625749137100407,80.81,-0.3129583057988999,-33.7,-1.0714660005489574,3.73,-36.5,3.625749137100407,80.94,-0.3129583057988999,-33.86,-1.0714660005489574,3.83,-35.92,3.625749137100407,80.8,-0.3129583057988999,-32.61,-1.0714660005489574,3.93,-35.85,3.625749137100407,80.89,-0.3129583057988999,-34.41,-1.0714660005489574,4.03,-37.05,3.625749137100407,80.89,-0.3129583057988999,-34.76,-1.0714660005489574,4.13,-46.56,3.625749137100407,69.83,-0.3129583057988999,-32.1,-1.0714660005489574,4.24,-67.55,-1.6094288704728472,69.01,2.5865121729300355,-34.78,3.9242980714408233,3.64,-68.1,-1.6094288704728472,68.97,2.5865121729300355,-33.76,3.9242980714408233,3.71,-68.65,-1.6094288704728472,70.59,2.5865121729300355,-35.42,3.9242980714408233,3.84,-69.11,-1.6094288704728472,70.2,2.5865121729300355,-34.81,3.9242980714408233,3.95,-66.32,-1.6094288704728472,87.86,2.5865121729300355,-57.73,3.9242980714408233,4.04,-62.45,-1.6094288704728472,68.73,2.5865121729300355,-33.02,3.9242980714408233,4.15,-62.2,-1.6094288704728472,69.74,2.5865121729300355,-33.97,3.9242980714408233,4.25,-61.89,2.7472938853599183,73.92,0.9834935959034149,-44.49,0.7477364383982007,3.64,-62.69,2.7472938853599183,71.62,0.9834935959034149,-44.39,0.7477364383982007,3.74,-62.93,2.7472938853599183,72.27,0.9834935959034149,-45.88,0.7477364383982007,3.84,-63.28,2.7472938853599183,68.38,0.9834935959034149,-45.54,0.7477364383982007,3.94,-63.29,2.7472938853599183,68.61,0.9834935959034149,-45.1,0.7477364383982007,4.05,-64.25,2.7472938853599183,69.2,0.9834935959034149,-45.28,0.7477364383982007,4.13,-64.5,2.7472938853599183,68.89,0.9834935959034149,-46.79,0.7477364383982007,4.24
